movieId,title,title_only
205,Unstrung Heroes (1995),Unstrung Heroes 
207,"Walk in the Clouds, A (1995)","Walk in the Clouds, A "
208,Waterworld (1995),Waterworld 
209,White Man's Burden (1995),White Man's Burden 
210,Wild Bill (1995),Wild Bill 
212,Bushwhacked (1995),Bushwhacked 
217,"Babysitter, The (1995)","Babysitter, The "
218,Boys on the Side (1995),Boys on the Side 
219,"Cure, The (1995)","Cure, The "
224,Don Juan DeMarco (1995),Don Juan DeMarco 
225,Disclosure (1994),Disclosure 
230,Dolores Claiborne (1995),Dolores Claiborne 
234,Exit to Eden (1994),Exit to Eden 
236,French Kiss (1995),French Kiss 
237,Forget Paris (1995),Forget Paris 
239,"Goofy Movie, A (1995)","Goofy Movie, A "
240,Hideaway (1995),Hideaway 
243,Gordy (1995),Gordy 
248,Houseguest (1994),Houseguest 
250,Heavyweights (Heavy Weights) (1995),Heavyweights 
251,"Hunted, The (1995)","Hunted, The "
252,I.Q. (1994),I.Q. 
254,Jefferson in Paris (1995),Jefferson in Paris 
256,Junior (1994),Junior 
257,Just Cause (1995),Just Cause 
258,"Kid in King Arthur's Court, A (1995)","Kid in King Arthur's Court, A "
262,"Little Princess, A (1995)","Little Princess, A "
267,Major Payne (1995),Major Payne 
270,Love Affair (1994),Love Affair 
271,Losing Isaiah (1995),Losing Isaiah 
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Mary Shelley's Frankenstein 
274,Man of the House (1995),Man of the House 
276,Milk Money (1994),Milk Money 
277,Miracle on 34th Street (1994),Miracle on 34th Street 
279,My Family (1995),My Family 
281,Nobody's Fool (1994),Nobody's Fool 
282,Nell (1994),Nell 
288,Natural Born Killers (1994),Natural Born Killers 
289,Only You (1994),Only You 
291,Poison Ivy II (1996),Poison Ivy II 
292,Outbreak (1995),Outbreak 
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Léon: The Professional 
302,"Queen Margot (Reine Margot, La) (1994)",Queen Margot 
303,"Quick and the Dead, The (1995)","Quick and the Dead, The "
304,Roommates (1995),Roommates 
310,Rent-a-Kid (1995),Rent-a-Kid 
312,Stuart Saves His Family (1995),Stuart Saves His Family 
313,"Swan Princess, The (1994)","Swan Princess, The "
314,"Secret of Roan Inish, The (1994)","Secret of Roan Inish, The "
315,"Specialist, The (1994)","Specialist, The "
317,"Santa Clause, The (1994)","Santa Clause, The "
327,Tank Girl (1995),Tank Girl 
329,Star Trek: Generations (1994),Star Trek: Generations 
330,Tales from the Hood (1995),Tales from the Hood 
332,Village of the Damned (1995),Village of the Damned 
336,"Walking Dead, The (1995)","Walking Dead, The "
337,What's Eating Gilbert Grape (1993),What's Eating Gilbert Grape 
339,While You Were Sleeping (1995),While You Were Sleeping 
340,"War, The (1994)","War, The "
343,"Baby-Sitters Club, The (1995)","Baby-Sitters Club, The "
347,Bitter Moon (1992),Bitter Moon 
350,"Client, The (1994)","Client, The "
352,Crooklyn (1994),Crooklyn 
353,"Crow, The (1994)","Crow, The "
354,Cobb (1994),Cobb 
355,"Flintstones, The (1994)","Flintstones, The "
358,Higher Learning (1995),Higher Learning 
359,I Like It Like That (1994),I Like It Like That 
360,I Love Trouble (1994),I Love Trouble 
361,It Could Happen to You (1994),It Could Happen to You 
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Wes Craven's New Nightmare 
370,Naked Gun 33 1/3: The Final Insult (1994),Naked Gun 33 1/3: The Final Insult 
371,"Paper, The (1994)","Paper, The "
374,Richie Rich (1994),Richie Rich 
377,Speed (1994),Speed 
378,Speechless (1994),Speechless 
381,When a Man Loves a Woman (1994),When a Man Loves a Woman 
382,Wolf (1994),Wolf 
383,Wyatt Earp (1994),Wyatt Earp 
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Highlander III: The Sorcerer 
412,"Age of Innocence, The (1993)","Age of Innocence, The "
415,Another Stakeout (1993),Another Stakeout 
416,Bad Girls (1994),Bad Girls 
419,"Beverly Hillbillies, The (1993)","Beverly Hillbillies, The "
426,Body Snatchers (1993),Body Snatchers 
432,City Slickers II: The Legend of Curly's Gold (1994),City Slickers II: The Legend of Curly's Gold 
434,Cliffhanger (1993),Cliffhanger 
435,Coneheads (1993),Coneheads 
437,Cops and Robbersons (1994),Cops and Robbersons 
440,Dave (1993),Dave 
445,Fatal Instinct (1993),Fatal Instinct 
454,"Firm, The (1993)","Firm, The "
455,Free Willy (1993),Free Willy 
458,Geronimo: An American Legend (1993),Geronimo: An American Legend 
460,Getting Even with Dad (1994),Getting Even with Dad 
466,Hot Shots! Part Deux (1993),Hot Shots! Part Deux 
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)","Englishman Who Went Up a Hill But Came Down a Mountain, The "
469,"House of the Spirits, The (1993)","House of the Spirits, The "
472,I'll Do Anything (1994),I'll Do Anything 
477,What's Love Got to Do with It? (1993),What's Love Got to Do with It? 
485,Last Action Hero (1993),Last Action Hero 
489,Made in America (1993),Made in America 
490,Malice (1993),Malice 
491,"Man Without a Face, The (1993)","Man Without a Face, The "
493,Menace II Society (1993),Menace II Society 
494,Executive Decision (1996),Executive Decision 
497,Much Ado About Nothing (1993),Much Ado About Nothing 
502,"Next Karate Kid, The (1994)","Next Karate Kid, The "
505,North (1994),North 
508,Philadelphia (1993),Philadelphia 
510,Poetic Justice (1993),Poetic Justice 
516,Renaissance Man (1994),Renaissance Man 
520,Robin Hood: Men in Tights (1993),Robin Hood: Men in Tights 
524,Rudy (1993),Rudy 
532,Serial Mom (1994),Serial Mom 
536,"Simple Twist of Fate, A (1994)","Simple Twist of Fate, A "
537,Sirens (1994),Sirens 
540,Sliver (1993),Sliver 
542,Son in Law (1993),Son in Law 
546,Super Mario Bros. (1993),Super Mario Bros. 
548,Terminal Velocity (1994),Terminal Velocity 
569,Little Big League (1994),Little Big League 
575,"Little Rascals, The (1994)","Little Rascals, The "
587,Ghost (1990),Ghost 
606,Candyman: Farewell to the Flesh (1995),Candyman: Farewell to the Flesh 
609,Homeward Bound II: Lost in San Francisco (1996),Homeward Bound II: Lost in San Francisco 
616,"Aristocats, The (1970)","Aristocats, The "
628,Primal Fear (1996),Primal Fear 
631,All Dogs Go to Heaven 2 (1996),All Dogs Go to Heaven 2 
637,Sgt. Bilko (1996),Sgt. Bilko 
640,Diabolique (1996),Diabolique 
662,Fear (1996),Fear 
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Bloodsport 2 
694,"Substitute, The (1996)","Substitute, The "
697,Feeling Minnesota (1996),Feeling Minnesota 
700,Angus (1995),Angus 
704,"Quest, The (1996)","Quest, The "
709,Oliver & Company (1988),Oliver & Company 
710,Celtic Pride (1996),Celtic Pride 
711,Flipper (1996),Flipper 
719,Multiplicity (1996),Multiplicity 
747,"Stupids, The (1996)","Stupids, The "
762,Striptease (1996),Striptease 
765,Jack (1996),Jack 
775,Spirits of the Dead (1968),Spirits of the Dead 
783,"Hunchback of Notre Dame, The (1996)","Hunchback of Notre Dame, The "
795,Somebody to Love (1994),Somebody to Love 
799,"Frighteners, The (1996)","Frighteners, The "
801,Harriet the Spy (1996),Harriet the Spy 
802,Phenomenon (1996),Phenomenon 
818,"Very Brady Sequel, A (1996)","Very Brady Sequel, A "
830,"First Wives Club, The (1996)","First Wives Club, The "
835,Foxfire (1996),Foxfire 
837,Matilda (1996),Matilda 
838,Emma (1996),Emma 
839,"Crow: City of Angels, The (1996)","Crow: City of Angels, The "
842,Tales from the Crypt Presents: Bordello of Blood (1996),Tales from the Crypt Presents: Bordello of Blood 
848,"Spitfire Grill, The (1996)","Spitfire Grill, The "
852,Tin Cup (1996),Tin Cup 
867,Carpool (1996),Carpool 
880,"Island of Dr. Moreau, The (1996)","Island of Dr. Moreau, The "
881,First Kid (1996),First Kid 
888,Land Before Time III: The Time of the Great Giving (1995),Land Before Time III: The Time of the Great Giving 
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Halloween: The Curse of Michael Myers 
979,Nothing Personal (1995),Nothing Personal 
981,Dangerous Ground (1997),Dangerous Ground 
986,Fly Away Home (1996),Fly Away Home 
991,Michael Collins (1996),Michael Collins 
996,Last Man Standing (1996),Last Man Standing 
999,2 Days in the Valley (1996),2 Days in the Valley 
1004,"Glimmer Man, The (1996)","Glimmer Man, The "
1006,"Chamber, The (1996)","Chamber, The "
1061,Sleepers (1996),Sleepers 
1064,Aladdin and the King of Thieves (1996),Aladdin and the King of Thieves 
1082,"Candidate, The (1972)","Candidate, The "
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 
924,2001: A Space Odyssey (1968),2001: A Space Odyssey 
1101,Top Gun (1986),Top Gun 
1246,Dead Poets Society (1989),Dead Poets Society 
1584,Contact (1997),Contact 
1610,"Hunt for Red October, The (1990)","Hunt for Red October, The "
1682,"Truman Show, The (1998)","Truman Show, The "
1784,As Good as It Gets (1997),As Good as It Gets 
1917,Armageddon (1998),Armageddon 
2671,Notting Hill (1999),Notting Hill 
2688,"General's Daughter, The (1999)","General's Daughter, The "
2701,Wild Wild West (1999),Wild Wild West 
2717,Ghostbusters II (1989),Ghostbusters II 
3114,Toy Story 2 (1999),Toy Story 2 
3354,Mission to Mars (2000),Mission to Mars 
3623,Mission: Impossible II (2000),Mission: Impossible II 
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)","Naked Gun 2 1/2: The Smell of Fear, The "
3916,Remember the Titans (2000),Remember the Titans 
3977,Charlie's Angels (2000),Charlie's Angels 
3994,Unbreakable (2000),Unbreakable 
4018,What Women Want (2000),What Women Want 
4223,Enemy at the Gates (2001),Enemy at the Gates 
4306,Shrek (2001),Shrek 
4310,Pearl Harbor (2001),Pearl Harbor 
4370,A.I. Artificial Intelligence (2001),A.I. Artificial Intelligence 
4643,Planet of the Apes (2001),Planet of the Apes 
4700,"Princess Diaries, The (2001)","Princess Diaries, The "
4844,Bandits (2001),Bandits 
4874,K-PAX (2001),K-PAX 
4886,"Monsters, Inc. (2001)","Monsters, Inc. "
4963,Ocean's Eleven (2001),Ocean's Eleven 
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Fellowship of the Ring, The "
4995,"Beautiful Mind, A (2001)","Beautiful Mind, A "
5218,Ice Age (2002),Ice Age 
5349,Spider-Man (2002),Spider-Man 
5378,Star Wars: Episode II - Attack of the Clones (2002),Star Wars: Episode II - Attack of the Clones 
5445,Minority Report (2002),Minority Report 
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Men in Black II 
5464,Road to Perdition (2002),Road to Perdition 
5502,Signs (2002),Signs 
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Spirited Away 
5816,Harry Potter and the Chamber of Secrets (2002),Harry Potter and the Chamber of Secrets 
5952,"Lord of the Rings: The Two Towers, The (2002)","Lord of the Rings: The Two Towers, The "
5989,Catch Me If You Can (2002),Catch Me If You Can 
5991,Chicago (2002),Chicago 
6333,X2: X-Men United (2003),X2: X-Men United 
6365,"Matrix Reloaded, The (2003)","Matrix Reloaded, The "
6534,Hulk (2003),Hulk 
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Pirates of the Caribbean: The Curse of the Black Pearl 
6863,School of Rock (2003),School of Rock 
6934,"Matrix Revolutions, The (2003)","Matrix Revolutions, The "
7143,"Last Samurai, The (2003)","Last Samurai, The "
7153,"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Return of the King, The "
7155,Calendar Girls (2003),Calendar Girls 
7445,Man on Fire (2004),Man on Fire 
8207,"Day of the Jackal, The (1973)","Day of the Jackal, The "
8360,Shrek 2 (2004),Shrek 2 
8368,Harry Potter and the Prisoner of Azkaban (2004),Harry Potter and the Prisoner of Azkaban 
8373,"Stepford Wives, The (2004)","Stepford Wives, The "
8528,Dodgeball: A True Underdog Story (2004),Dodgeball: A True Underdog Story 
8636,Spider-Man 2 (2004),Spider-Man 2 
8665,"Bourne Supremacy, The (2004)","Bourne Supremacy, The "
8666,Catwoman (2004),Catwoman 
8783,"Village, The (2004)","Village, The "
8808,"Princess Diaries 2: Royal Engagement, The (2004)","Princess Diaries 2: Royal Engagement, The "
8865,Sky Captain and the World of Tomorrow (2004),Sky Captain and the World of Tomorrow 
8870,"Forgotten, The (2004)","Forgotten, The "
8907,Shark Tale (2004),Shark Tale 
8908,Ladder 49 (2004),Ladder 49 
8949,Sideways (2004),Sideways 
8957,Saw (2004),Saw 
8958,Ray (2004),Ray 
8961,"Incredibles, The (2004)","Incredibles, The "
8965,"Polar Express, The (2004)","Polar Express, The "
8970,Finding Neverland (2004),Finding Neverland 
8972,National Treasure (2004),National Treasure 
8984,Ocean's Twelve (2004),Ocean's Twelve 
27741,"Twilight Samurai, The (Tasogare Seibei) (2002)","Twilight Samurai, The "
30812,"Aviator, The (2004)","Aviator, The "
30816,"Phantom of the Opera, The (2004)","Phantom of the Opera, The "
31878,Kung Fu Hustle (Gong fu) (2004),Kung Fu Hustle 
32029,Hostage (2005),Hostage 
32031,Robots (2005),Robots 
32296,Miss Congeniality 2: Armed and Fabulous (2005),Miss Congeniality 2: Armed and Fabulous 
32587,Sin City (2005),Sin City 
33162,Kingdom of Heaven (2005),Kingdom of Heaven 
33493,Star Wars: Episode III - Revenge of the Sith (2005),Star Wars: Episode III - Revenge of the Sith 
33794,Batman Begins (2005),Batman Begins 
33836,Bewitched (2005),Bewitched 
34048,War of the Worlds (2005),War of the Worlds 
34319,"Island, The (2005)","Island, The "
37741,Capote (2005),Capote 
38388,Goal! The Dream Begins (Goal!) (2005),Goal! The Dream Begins 
42002,"Producers, The (2005)","Producers, The "
45499,X-Men: The Last Stand (2006),X-Men: The Last Stand 
45517,Cars (2006),Cars 
45668,"Lake House, The (2006)","Lake House, The "
45730,Lady in the Water (2006),Lady in the Water 
46530,Superman Returns (2006),Superman Returns 
48783,Flags of Our Fathers (2006),Flags of Our Fathers 
48997,Perfume: The Story of a Murderer (2006),Perfume: The Story of a Murderer 
49272,Casino Royale (2006),Casino Royale 
49278,Déjà Vu (Deja Vu) (2006),Déjà Vu 
49286,"Holiday, The (2006)","Holiday, The "
49824,Dreamgirls (2006),Dreamgirls 
586,Home Alone (1990),Home Alone 
187,Party Girl (1995),Party Girl 
627,"Last Supper, The (1995)","Last Supper, The "
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Sunset Blvd. 
1037,"Lawnmower Man, The (1992)","Lawnmower Man, The "
1095,Glengarry Glen Ross (1992),Glengarry Glen Ross 
1674,Witness (1985),Witness 
1987,Prom Night (1980),Prom Night 
2011,Back to the Future Part II (1989),Back to the Future Part II 
2023,"Godfather: Part III, The (1990)","Godfather: Part III, The "
2300,"Producers, The (1968)","Producers, The "
2877,Tommy (1975),Tommy 
2901,Phantasm (1979),Phantasm 
3173,Any Given Sunday (1999),Any Given Sunday 
3328,Ghost Dog: The Way of the Samurai (1999),Ghost Dog: The Way of the Samurai 
3735,Serpico (1973),Serpico 
4131,Making Mr. Right (1987),Making Mr. Right 
4558,Twins (1988),Twins 
5447,Sunshine State (2002),Sunshine State 
5451,Pumpkin (2002),Pumpkin 
5481,Austin Powers in Goldmember (2002),Austin Powers in Goldmember 
5507,xXx (2002),xXx 
5841,Return to the Blue Lagoon (1991),Return to the Blue Lagoon 
5843,Toy Soldiers (1991),Toy Soldiers 
5872,Die Another Day (2002),Die Another Day 
5890,Elling (2001),Elling 
5891,I Spit on Your Grave (Day of the Woman) (1978),I Spit on Your Grave 
5893,"Last Seduction, The (1994)","Last Seduction, The "
5902,Adaptation (2002),Adaptation 
5956,Gangs of New York (2002),Gangs of New York 
5962,Body of Evidence (1993),Body of Evidence 
5965,"Duellists, The (1977)","Duellists, The "
5988,Quicksilver (1986),Quicksilver 
6001,"King of Comedy, The (1983)","King of Comedy, The "
6044,Blind Date (1984),Blind Date 
1028,Mary Poppins (1964),Mary Poppins 
1088,Dirty Dancing (1987),Dirty Dancing 
1247,"Graduate, The (1967)","Graduate, The "
1307,When Harry Met Sally... (1989),When Harry Met Sally... 
3882,Bring It On (2000),Bring It On 
4447,Legally Blonde (2001),Legally Blonde 
5066,"Walk to Remember, A (2002)","Walk to Remember, A "
5377,About a Boy (2002),About a Boy 
5620,Sweet Home Alabama (2002),Sweet Home Alabama 
5943,Maid in Manhattan (2002),Maid in Manhattan 
5957,Two Weeks Notice (2002),Two Weeks Notice 
6155,How to Lose a Guy in 10 Days (2003),How to Lose a Guy in 10 Days 
6266,What a Girl Wants (2003),What a Girl Wants 
6377,Finding Nemo (2003),Finding Nemo 
6535,"Legally Blonde 2: Red, White & Blonde (2003)","Legally Blonde 2: Red, White & Blonde "
6942,Love Actually (2003),Love Actually 
7149,Something's Gotta Give (2003),Something's Gotta Give 
7151,Girl with a Pearl Earring (2003),Girl with a Pearl Earring 
7154,Mona Lisa Smile (2003),Mona Lisa Smile 
7169,Chasing Liberty (2004),Chasing Liberty 
7293,50 First Dates (2004),50 First Dates 
7375,"Prince & Me, The (2004)","Prince & Me, The "
7451,Mean Girls (2004),Mean Girls 
7458,Troy (2004),Troy 
8529,"Terminal, The (2004)","Terminal, The "
8533,"Notebook, The (2004)","Notebook, The "
8869,First Daughter (2004),First Daughter 
8969,Bridget Jones: The Edge of Reason (2004),Bridget Jones: The Edge of Reason 
30749,Hotel Rwanda (2004),Hotel Rwanda 
31433,"Wedding Date, The (2005)","Wedding Date, The "
31685,Hitch (2005),Hitch 
33145,"Lot Like Love, A (2005)","Lot Like Love, A "
33679,Mr. & Mrs. Smith (2005),Mr. & Mrs. Smith 
40629,Pride & Prejudice (2005),Pride & Prejudice 
40819,Walk the Line (2005),Walk the Line 
41285,Match Point (2005),Match Point 
47099,"Pursuit of Happyness, The (2006)","Pursuit of Happyness, The "
51662,300 (2007),300 
51705,Priceless (Hors de prix) (2006),Priceless 
51834,Becoming Jane (2007),Becoming Jane 
54286,"Bourne Ultimatum, The (2007)","Bourne Ultimatum, The "
56367,Juno (2007),Juno 
56949,27 Dresses (2008),27 Dresses 
58047,"Definitely, Maybe (2008)","Definitely, Maybe "
59333,Made of Honor (2008),Made of Honor 
59421,What Happens in Vegas... (2008),What Happens in Vegas... 
60397,Mamma Mia! (2008),Mamma Mia! 
60950,Vicky Cristina Barcelona (2008),Vicky Cristina Barcelona 
61250,"House Bunny, The (2008)","House Bunny, The "
63113,Quantum of Solace (2008),Quantum of Solace 
63992,Twilight (2008),Twilight 
64969,Yes Man (2008),Yes Man 
66203,He's Just Not That Into You (2009),He's Just Not That Into You 
68954,Up (2009),Up 
69406,"Proposal, The (2009)","Proposal, The "
69844,Harry Potter and the Half-Blood Prince (2009),Harry Potter and the Half-Blood Prince 
70183,"Ugly Truth, The (2009)","Ugly Truth, The "
70293,Julie & Julia (2009),Julie & Julia 
71579,"Education, An (2009)","Education, An "
72011,Up in the Air (2009),Up in the Air 
